hotel_name,date,ADR,ADR_Competition,Occupancy_%,Occupancy_Competition_%,Rooms_Available,Rooms_Sold,Justification
St Regis Dubai,25/06/2024,887.7,775.54,56.7,54.6,230,130,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,26/06/2024,827.69,756.95,50.5,52.7,230,116,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,27/06/2024,892.83,756.99,53.5,57.1,230,123,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/06/2024,903.57,790.13,56.1,57.0,230,129,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,29/06/2024,851.38,815.34,64.6,61.9,230,149,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,30/06/2024,833.89,757.65,53.8,54.6,230,124,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,01/07/2024,960.69,787.12,49.4,53.6,230,114,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,02/07/2024,801.72,739.97,55.7,53.9,230,128,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,03/07/2024,859.65,759.95,54.1,54.0,230,124,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,04/07/2024,908.11,830.49,53.4,52.9,230,123,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,05/07/2024,1002.82,827.18,55.9,59.7,230,129,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,06/07/2024,969.73,825.0,58.5,60.2,230,135,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,07/07/2024,938.97,796.77,55.6,57.0,230,128,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,08/07/2024,866.05,768.23,53.4,56.6,230,123,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,09/07/2024,858.99,780.67,54.8,54.1,230,126,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,10/07/2024,871.58,776.59,50.6,51.1,230,116,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,11/07/2024,966.74,787.14,50.6,53.3,230,116,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,12/07/2024,979.36,816.9,55.7,58.1,230,128,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,13/07/2024,932.44,825.66,55.8,57.3,230,128,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,14/07/2024,851.91,797.16,52.2,54.3,230,120,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,15/07/2024,835.08,800.01,52.8,52.8,230,121,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,16/07/2024,903.0,808.62,54.2,52.8,230,125,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,17/07/2024,746.26,738.83,54.0,55.0,230,124,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,18/07/2024,865.12,748.75,51.5,54.5,230,118,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,19/07/2024,907.53,779.92,57.2,59.8,230,132,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,20/07/2024,912.96,856.03,52.7,54.8,230,121,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,21/07/2024,873.41,771.45,52.3,53.5,230,120,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,22/07/2024,886.43,743.53,53.0,53.8,230,122,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,23/07/2024,892.0,780.52,54.0,55.2,230,124,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,24/07/2024,934.34,787.5,53.0,54.4,230,122,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,25/07/2024,918.51,770.56,52.9,52.5,230,122,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,26/07/2024,849.59,810.32,56.7,58.6,230,130,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,27/07/2024,904.47,831.8,52.8,57.3,230,121,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/07/2024,761.34,762.25,51.7,50.6,230,119,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
St Regis Dubai,29/07/2024,902.72,790.98,50.0,51.9,230,115,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,30/07/2024,820.68,772.71,57.9,57.2,230,133,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,31/07/2024,860.86,767.7,49.5,54.5,230,114,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,01/08/2024,833.02,767.13,50.3,51.8,230,116,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,02/08/2024,985.34,855.3,55.8,57.0,230,128,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,03/08/2024,986.21,845.64,54.9,58.5,230,126,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,04/08/2024,899.37,789.14,55.0,55.9,230,127,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,05/08/2024,871.66,797.32,55.9,56.8,230,129,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,06/08/2024,891.38,821.14,56.9,57.7,230,131,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,07/08/2024,830.56,757.94,52.7,53.3,230,121,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,08/08/2024,856.91,785.21,56.2,53.9,230,129,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,09/08/2024,974.93,853.84,56.5,58.4,230,130,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,10/08/2024,883.67,826.74,53.8,57.7,230,124,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,11/08/2024,901.65,782.43,53.4,53.0,230,123,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,12/08/2024,779.61,744.77,55.6,54.5,230,128,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,13/08/2024,891.14,812.3,54.9,56.3,230,126,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,14/08/2024,895.57,769.27,50.5,55.4,230,116,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,15/08/2024,960.19,807.56,50.8,52.6,230,117,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,16/08/2024,933.66,824.03,54.0,57.0,230,124,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,17/08/2024,956.36,811.41,56.3,59.6,230,129,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,18/08/2024,773.55,791.3,53.9,56.5,230,124,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
St Regis Dubai,19/08/2024,813.99,765.02,52.2,51.2,230,120,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,20/08/2024,867.33,762.61,52.8,53.9,230,121,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,21/08/2024,818.57,775.27,54.5,56.2,230,125,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,22/08/2024,810.11,737.4,57.3,57.2,230,132,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,23/08/2024,886.15,803.74,59.7,57.6,230,137,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,24/08/2024,937.83,821.57,59.0,60.7,230,136,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,25/08/2024,852.18,767.61,52.3,53.8,230,120,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,26/08/2024,887.46,790.54,53.7,55.6,230,124,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,27/08/2024,791.09,775.51,56.3,56.0,230,129,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,28/08/2024,777.11,796.88,58.6,58.5,230,135,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
St Regis Dubai,29/08/2024,853.84,799.47,52.6,55.3,230,121,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,30/08/2024,969.23,797.26,55.1,57.9,230,127,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,31/08/2024,954.42,833.71,57.2,58.7,230,132,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,01/09/2024,1090.36,976.04,69.1,69.0,230,159,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,02/09/2024,1109.34,940.63,64.6,70.1,230,149,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,03/09/2024,1014.96,955.09,66.6,69.2,230,153,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,04/09/2024,1032.75,908.76,67.8,69.3,230,156,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,05/09/2024,1090.84,954.63,67.3,67.7,230,155,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,06/09/2024,1048.28,990.24,76.1,75.6,230,175,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,07/09/2024,1126.52,947.62,70.2,73.4,230,161,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,08/09/2024,1015.35,905.93,60.6,65.4,230,139,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,09/09/2024,1028.36,954.26,60.2,65.7,230,138,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,10/09/2024,941.38,893.28,74.1,72.9,230,170,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,11/09/2024,1099.46,891.97,66.3,71.1,230,152,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,12/09/2024,1040.13,842.52,57.6,64.6,230,132,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,13/09/2024,1224.27,985.73,74.6,78.0,230,172,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,14/09/2024,1131.86,973.5,73.7,76.1,230,170,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,15/09/2024,1020.57,913.77,63.8,66.3,230,147,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,16/09/2024,964.21,864.7,61.6,65.7,230,142,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,17/09/2024,1089.57,915.92,64.2,70.9,230,148,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,18/09/2024,1031.65,883.99,62.5,65.7,230,144,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,19/09/2024,992.4,926.11,64.7,68.7,230,149,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,20/09/2024,1067.16,939.41,67.7,69.2,230,156,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,21/09/2024,1097.29,956.14,74.8,74.5,230,172,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,22/09/2024,1004.73,914.61,68.2,68.7,230,157,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,23/09/2024,1023.92,912.56,63.1,66.5,230,145,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,24/09/2024,1054.03,872.92,60.3,65.0,230,139,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,25/09/2024,1038.56,891.66,67.3,67.6,230,155,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,26/09/2024,1012.53,892.92,68.2,66.1,230,157,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,27/09/2024,1047.89,922.85,74.1,75.7,230,170,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/09/2024,1059.68,951.66,71.6,74.0,230,165,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,29/09/2024,1153.99,937.8,60.3,66.9,230,139,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,30/09/2024,1135.42,909.07,65.3,66.2,230,150,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,01/10/2024,1045.79,957.4,71.8,70.0,230,165,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,02/10/2024,1000.16,901.19,62.9,66.8,230,145,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,03/10/2024,946.4,893.84,65.9,68.5,230,152,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,04/10/2024,1004.61,963.93,75.9,74.8,230,175,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,05/10/2024,1024.83,900.0,72.0,77.5,230,166,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,06/10/2024,1092.41,957.46,64.0,66.5,230,147,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,07/10/2024,1041.78,927.02,65.8,69.9,230,151,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,08/10/2024,961.61,916.42,65.4,68.1,230,150,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,09/10/2024,1053.82,891.7,69.4,71.4,230,160,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,10/10/2024,973.86,881.98,70.2,71.7,230,161,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,11/10/2024,1167.15,1024.11,71.2,74.4,230,164,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,12/10/2024,1069.4,961.37,76.0,76.0,230,175,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,13/10/2024,938.05,890.47,63.5,63.4,230,146,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,14/10/2024,892.72,881.82,74.4,69.5,230,171,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,15/10/2024,1059.54,911.88,65.6,68.6,230,151,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,16/10/2024,1036.1,937.23,68.0,69.1,230,156,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,17/10/2024,1045.44,893.84,63.5,67.9,230,146,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,18/10/2024,1046.25,973.18,72.5,74.0,230,167,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,19/10/2024,1131.16,989.01,73.0,73.8,230,168,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,20/10/2024,1090.82,950.28,63.2,68.4,230,145,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,21/10/2024,975.62,883.12,64.6,66.7,230,149,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,22/10/2024,1047.73,913.86,66.7,68.2,230,153,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,23/10/2024,933.51,914.11,65.2,65.8,230,150,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,24/10/2024,1011.16,879.27,72.5,72.6,230,167,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,25/10/2024,1137.09,951.91,69.9,74.3,230,161,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,26/10/2024,1039.08,940.45,71.2,72.7,230,164,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,27/10/2024,1027.06,916.89,70.0,69.6,230,161,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,28/10/2024,981.47,938.53,62.4,61.4,230,144,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,29/10/2024,970.33,875.15,59.9,65.2,230,138,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,30/10/2024,1073.93,927.43,59.0,66.8,230,136,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,31/10/2024,1023.0,897.69,62.5,64.4,230,144,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,01/11/2024,1320.68,1149.45,83.9,89.9,230,193,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,02/11/2024,1324.83,1191.31,84.3,89.3,230,194,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,03/11/2024,1162.62,1080.74,84.9,82.2,230,195,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,04/11/2024,1091.57,1050.27,86.3,87.7,230,198,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,05/11/2024,1258.03,1073.41,81.7,80.8,230,188,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,06/11/2024,1224.58,1117.72,86.2,89.9,230,198,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,07/11/2024,1271.02,1119.88,88.3,87.1,230,203,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,08/11/2024,1246.21,1151.42,87.3,91.1,230,201,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,09/11/2024,1374.55,1219.84,85.8,88.1,230,197,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,10/11/2024,1126.43,1051.35,83.5,86.8,230,192,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,11/11/2024,1217.08,1061.26,85.4,86.7,230,196,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,12/11/2024,1221.17,1128.46,80.0,78.1,230,184,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,13/11/2024,1201.76,1085.15,86.3,87.2,230,198,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,14/11/2024,1364.33,1110.79,78.3,80.7,230,180,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,15/11/2024,1306.4,1152.61,93.2,94.9,230,214,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,16/11/2024,1372.29,1169.27,82.1,88.1,230,189,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
St Regis Dubai,17/11/2024,1084.61,1061.59,86.2,89.6,230,198,High season driven by tourism and favorable weather conditions. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
St Regis Dubai,18/11/2024,1204.29,1088.71,83.6,83.8,230,192,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,19/11/2024,1226.46,1124.32,81.1,82.2,230,187,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,20/11/2024,1305.88,1087.9,82.1,84.4,230,189,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
St Regis Dubai,21/11/2024,1317.66,1117.92,76.4,83.4,230,176,High season driven by tourism and favorable weather conditions. Premium positioning due to strong brand pull and higher perceived value. Softer pickup due to competitive pressure or demand compression.
